;Alternate Name;Artist;Author;Genre;Name;Plot;Status;Year of Release
2568;;SAITO Rin;SAITO Rin;['Romance', 'School Life', 'Shoujo'];Kono Atatakai Hizashi no Naka de;Kamiyoshi Hina is a new transfer student. She was looking forward to spending her school days with peace and ease. Unfortunately, that thought flew out the window when she was appointed class representative and seated next to the school’s infamous delinquent, Mikuni Satoshi. According to rumors, Mikuni Satoshi gets into fights and spends the nights working as a gigolo. Are there any truths to the rumors? What will happen when the two meet? Is there more to Kamiyoshi Hina’s cheerful demeanor and Mikuni Satoshi’s delinquent behavior? Read to find out! ;Ongoing;1999
2569;Kono Bijutsubu ni ha Mondai ga Aru!, Kono Bijutsubu niwa Mondai ga Aru!, There's a problem with this art club!;IMIGI Muru;IMIGI Muru;['Comedy', 'Romance', 'School Life', 'Shounen', 'Slice of Life'];Kono Bijutsubu ni wa Mondai ga Aru!;A girl with lots of common sense, a boy whose only inspiration is to draw the perfect bride in 2D and their always sleeping president - what is wrong with this art club?;Ongoing;2012
2570;Kono uchi de kimi to, With you in that house;;Hazuki, Megumi (Story & Art);['Romance', 'School Life', 'Shoujo', 'Slice of Life'];Kono Ie de Kimi to;Tachibana Itsuka has always planned to live on her own once she became a high school student. On the day she's supposed to move into an apartment building, she finds it burnt and unfit for living. She's forced to live in the house of the landlady's son, along with two other women, and starting day one, none of them get along at all.;Completed;2005
2571;Kono Jinrui Iki no Zelphy, Zelphy of the Aion;SHIONO Etorouji;SHIONO Etorouji;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Seinen', 'Supernatural'];Kono Jinruiiki no Zelphy;"From MangaHelpers:

Reesha was once a prince of a powerful dynasty, but after the end of a war, his home is no more. In the the first three years of Reesha's new life, he went to school with some of his family's former subjects, now his friends. However, after they graduated, they all joined the military. Reesha's small size, due to his artificial heart, has prevented his acceptance into the military for three years running. Now, 19-year-old Reesha is living as an ordinary plumber in a town of hot springs. In order to help Reesha get around the size requirement, he and his military friends sneak into a bathhouse to appeal to the general directly. Unfortunately, this plan results in a series of unexpected, violent events which cause Reesha to finally depart his everyday life and head off to chase his destiny! [tethysdust]";Ongoing;2012
2572;;Amyuu;Amyuu;['Action', 'Drama', 'School Life', 'Shounen'];Kono Oto Tomare!;"From DrCoke at MangaHelpers:
Since the graduation of the senior members of the club, Takezou ends up being the sole member of the ""Koto"" (traditional Japanese string instrument) club. Now that the new school year has begun, Takezou will have to seek out new members into the club, or the club will become terminated. Out of nowhere, a new member barges into the near-abandoned club room, demanding to join the club. How will Takezou be able to keep his club alive and deal with this rascal of a new member?";Ongoing;2012
2573;Kono Sora ni Hibiki ke;SHIBANO Yuka;SHIBANO Yuka;['Romance', 'School Life', 'Shoujo'];Kono Sora ni Hibike;"Nene, Hajime and Ryou have been friends from their childhood.
Now in high school, they spend their days practicing for the school's marching band. But the club, lacking members, is about to close down. And Nene, who wavers between sarcastic Hajime and brother-like Ryou, must decide between the two...";Ongoing;2008
2574;Gifting this Wonderful World with Explosions!;Morino Kasumi;AKATSUKI Natsume;['Comedy', 'Fantasy', 'Seinen'];Kono Subarashii Sekai ni Bakuen wo!;A spin-off of Kono Subarashii Sekai ni Shukufuku wo! that focuses on Megumin. Adapted from the light novel series of the same name.;Ongoing;
2575;"Everyday Life in This Wonderful World!; Kono Subarashii Sekai ni Nichijou o!; Kono Subarashiii Sekai ni NICHI-JO wo!";Somemiya Suzume;Akatsuki Natsume;['Action', 'Comedy', 'Fantasy', 'Romance', 'Seinen'];Kono Subarashii Sekai ni Nichijou wo!;;Ongoing;2016
2576;;WATARI Masahito;AKATSUKI Natsume;['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Shounen'];Kono Subarashii Sekai ni Shukufuku o!;"The life of Satou Kazuma, a hikikomori who likes games, all too soon came to an end because of a traffic accident...... It was supposed to, but when he woke up, a beautiful girl who called herself a goddess was in front of his eyes. ""Hey, I have got something a little nice for you. Wanna go to another world? You can take only one thing of your choice along with you."" ""... Then I'll take you"". From here on, the great adventure of subjugating the Demon King will begin for the reincarnated Kazuma...... Or so one would think, but it's the labor for obtaining food, clothing and shelter that begins! Despite Kazuma wanting to live in peace, the goddess keeps causing problems one after another, and eventually, they attract the attention of the Demon King's army!?

adaptation of the light novel series written by Akatsuki Natsume with illustrations by Kurone Mishima";Ongoing;
2577;Est Em Sakuhinshuu, My Journey;Est Em;Est Em;['Drama', 'Josei', 'Romance', 'Slice of Life'];Kono Tabi wa;;Completed;2010
2578;Konohanatei Kitan;AMANO Sakuya;AMANO Sakuya;['Fantasy', 'Shoujoai', 'Slice of Life'];Konohana Teikitan;Set in a village inhabited by Youkai, Konohanatei Kitan presents the lives of several fox mononoke working in a hot spring inn. The stories revolve around a new employee, Yuzu. Yuzu had always been living in the mountains, but now has to adjust to a new life working in a high class inn. She is oblivious and clumsy at first, but with her simple cuteness, she is able to get along with all the other foxes. ;Ongoing;2010
2579;Konyakusei;IWA Chika;IWA Chika;['Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Konyakusei;"From Summer Rain:
Hanaoka Sanchi married Saionji Koichi from the same high school because of the recent death of both her parents. But will they truly fall in love with each other along the way?
";Ongoing;2015
2580;This Is a Lovestory, This Is a Tale of Love;Chika;Chika;['Drama', 'Romance', 'Shoujo'];Kore wa Koi no Hanashi;After recently moving into his grandmother's house in the countryside, Makuzu is bored with everything despite his success as a novelist. That is, until one day, when a young girl with a stray cat appears at his doorstep. A girl with a very tragic look in her eyes...;Ongoing;2010
2581;Is This a Zombie?, Kore ha Zonbi desu ka?, Koreha Zombi Desuka?;Sacchi;KIMURA Shinichi;['Comedy', 'Ecchi', 'Gender Bender', 'Harem', 'Shounen', 'Supernatural'];Kore wa Zombie desu ka?;"From Yen Press:

Life—or undeath?—isn’t easy for Ayumu Aikawa. A seemingly normal high schooler, he is in fact a zombie who serves as a bodyguard to an introverted necromancer. But his already complicated existence becomes even more outlandish when he accidentally steals the powers of a magical girl, transforming into one himself—complete with frilly dress and pink chainsaw!! How’s a reanimated corpse supposed to keep his head on his shoulders with roommates like these girls around the house?";Ongoing;2010
2582;Koto-koto - Children and the Island, Kotokoto;;TAKEBAYASHI Getsu (Story & Art);['Comedy', 'Shounen', 'Slice of Life'];Kotokoto. Ko to Kotou;Ao-ko Nagisa is a brand new teacher. She's posted to a tiny island on the edge of Japanese territory called Kotoko Island, 30 HOURS by boat from Tokyo. The island is so small there are only five students at the school. Everday becomes an adventure as Ao-ko gets to know her students, the other islanders and the island itself (including dolphins and other assorted wildlife.) ;Ongoing;2007
2583;;ASHINANO Hitoshi;ASHINANO Hitoshi;['Adventure', 'Seinen', 'Slice of Life', 'Supernatural'];Kotonoba Drive;Suu-chan lives a laid back life, alternating her time between her part-time job and aimlessly riding on her bike, but occasionally she encounters mysterious scenery that engulfs her, always only for five minutes.;Ongoing;2014
2584;Kotourasan;Enokizu;Enokizu;['Comedy', 'Romance', 'School Life', 'Shounen', 'Slice of Life', 'Supernatural'];Kotoura-san;"Haruka Kotoura is a 15-year-old girl who can read people's minds. She has been suffering from troubles caused by her mind-reading ability, and her parents got divorced as a result. She moves to a new high school but tries to keep away from her classmates. Yoshihisa Manabe, one of her classmates, accepts and appreciates her ability and she begins to interact with her friends with his help.

Source: MAL";Ongoing;2010
2585;IMPERIAL GUARDS;;Satou, Daisuke (Story), Ito, Yu (Art);['Action', 'Historical', 'Military', 'Seinen'];Koukoku no Shugosha;"It is about a war between Koukoku (The Imperial country) and Teikoku (The Empire). The main charactor Naoe Shinjo was a First Lieutenant of the Koukoku army. The sudden invasion by Teikoku East division crushed the Koukoku North Defense Forces. Shinjo and his 600 men battalion was ordered to battle in the rear and delay the advance of Teikoku 40,000 men army. Shinjo was thrown into a long desperate war.

Ito adapted Daisuke Sat?`s [Satou] Imperial Guards (K?koku [Koukoku] no Shugosha) alternate-history war novels in Shueisha`s Ultra Jump magazine. The Imperial Guards manga was a runner-up in the 9th Japanese Media Arts Awards, the 11th Tezuka Cultural Prize, and the 1st Manga Taisho Awards.
Source: ANN";Ongoing;2004-2007
2586;High School Debut, Osananajimi wa Gakunenchou;Kawahara, Kazune;Kawahara, Kazune;['Comedy', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life'];Koukou Debut;Haruna Nagashima gave her all to softball in middle school, and now that she\'s made her high school debut she\'s decided to give her all for a new goal. Getting a boyfriend and falling in love! However, she has one small problem. Since she never paid any attention to fashion or trend in middle school she has no idea how to go about attracting her yet-to-be-found love. But a chance encounter with with Yoh Komiyama provides her with the opportunity she needs. If he coaches her in how to become attractive, surely she can find herself a boyfriend!;Completed;2003 - 2008
2587;Harem Days - Story of Seven-Starred Country, Koukyuu Days, Koukyuu Days - Shichi Joukoku Monogatari, Koukyuu Days - Shichijoukoku Monogatari, Koukyuu Days - Shichisei Kuni Monogatari;SUMOMO Momo;SUMOMO Momo;['Drama', 'Gender Bender', 'Historical', 'Mystery', 'Romance', 'Shoujo'];Koukyuu Days - Shichi Kuni Monogatari;"From Day of the River: 

Hisui, who works for the Golden Rooster Theatre Group, was orphaned when her parents were killed in a giant massacre ten years ago and her brother Kohaku was abducted. One day, she is summoned to the Emperor's palace and only agrees to go because she suspects that he is behind her brother's disappearance. 

Inspired by ""The Story of Saiunkoku"".";Ongoing;2011
2588;"Koushaku Reijo no Tashinami ; Kōshaku Reijō no Tashinami ; Simply Good Sense for a Duke's Daughter ; Accomplishments of the Duke's Daughter ; Simply Good Taste for a Duke's Daughter";UMEMIYA Suki;Reia;['Drama', 'Fantasy', 'Historical', 'Romance', 'Shoujo'];Koushaku Reijou no Tashinami;"A woman gets hit by a truck and gets sent to the world of an otome game that she had played earlier that same day. However, instead of reincarnating into the main character and focus of the harem, she is fused into the soul of the game's antagonist, the protagonist's rival, and recalled this at the moment she is about to be sentenced to a ""bad ending:"" isolation in a nunnery";Ongoing;2015
